"reporting_year","station_eu_code","date","C6H6"
2020,"IT1996A",2020-06-24,0.3279
2020,"IT1996A",2020-06-25,0.4991
2020,"IT1996A",2020-06-26,0.3585
2020,"IT1996A",2020-06-27,0.3089
2020,"IT1996A",2020-06-28,0.2512
2020,"IT1996A",2020-06-29,0.2728
2020,"IT1996A",2020-06-30,0.2521
2020,"IT1993A",2020-01-01,1.4222
2020,"IT1993A",2020-01-02,1.3717
2020,"IT1993A",2020-01-03,1.417
2020,"IT1993A",2020-01-04,1.002
2020,"IT1993A",2020-01-05,1.4125
2020,"IT1993A",2020-01-06,1.7423
2020,"IT1993A",2020-01-07,1.3889
2020,"IT1993A",2020-01-08,1.5579
2020,"IT1993A",2020-01-09,1.9423
2020,"IT1993A",2020-01-10,1.9893
2020,"IT1993A",2020-01-11,1.6544
2020,"IT1993A",2020-01-12,1.8646
2020,"IT1993A",2020-01-13,1.9942
2020,"IT1993A",2020-01-14,2.3844
2020,"IT1993A",2020-01-15,2.223
2020,"IT1993A",2020-01-16,2.5007
2020,"IT1993A",2020-01-17,2.0558
2020,"IT1993A",2020-01-18,1.2295
2020,"IT1993A",2020-01-19,1.6792
2020,"IT1993A",2020-01-20,0.9241
2020,"IT1993A",2020-01-21,0.6721
2020,"IT1993A",2020-01-22,0.8001
2020,"IT1993A",2020-01-23,0.8134
2020,"IT1993A",2020-01-24,1.0372
2020,"IT1993A",2020-01-25,1.9319
2020,"IT1993A",2020-01-26,1.7354
2020,"IT1993A",2020-01-27,1.2653
2020,"IT1993A",2020-01-28,0.9209
2020,"IT1993A",2020-01-29,1.0921
2020,"IT1993A",2020-01-30,0.761
2020,"IT1993A",2020-01-31,0.9482
2020,"IT1993A",2020-02-01,0.734
2020,"IT1993A",2020-02-02,0.5655
2020,"IT1993A",2020-02-03,0.5002
2020,"IT1993A",2020-02-04,0.3962
2020,"IT1993A",2020-02-05,0.6898
2020,"IT1993A",2020-02-06,1.2676
2020,"IT1993A",2020-02-07,1.8702
2020,"IT1993A",2020-02-08,1.6771
2020,"IT1993A",2020-02-09,1.608
2020,"IT1993A",2020-02-10,1.2162
2020,"IT1993A",2020-02-11,0.7692
2020,"IT1993A",2020-02-12,0.8203
2020,"IT1993A",2020-02-13,1.1887
2020,"IT1993A",2020-02-14,0.7349
2020,"IT1993A",2020-02-15,1.0306
2020,"IT1993A",2020-02-16,1.4309
2020,"IT1993A",2020-02-17,1.6551
2020,"IT1993A",2020-02-18,0.8451
2020,"IT1993A",2020-02-19,0.573
2020,"IT1993A",2020-02-20,0.6485
2020,"IT1993A",2020-02-21,0.6023
2020,"IT1993A",2020-02-22,1.1373
2020,"IT1993A",2020-02-23,0.9734
2020,"IT1993A",2020-02-24,0.69
2020,"IT1993A",2020-02-25,0.7576
2020,"IT1993A",2020-02-26,0.6006
2020,"IT1993A",2020-02-27,1.0001
2020,"IT1993A",2020-02-28,0.8065
2020,"IT1993A",2020-02-29,1.4296
2020,"IT1993A",2020-03-01,1.225
2020,"IT1993A",2020-03-02,1.1305
2020,"IT1993A",2020-03-03,0.9929
2020,"IT1993A",2020-03-04,0.8262
2020,"IT1993A",2020-03-05,1.0302
2020,"IT1993A",2020-03-06,0.7032
2020,"IT1993A",2020-03-07,0.8451
2020,"IT1993A",2020-03-08,0.8007
2020,"IT1993A",2020-03-09,0.8376
2020,"IT1993A",2020-03-10,0.6404
2020,"IT1993A",2020-03-11,0.6727
2020,"IT1993A",2020-03-12,0.9787
2020,"IT1993A",2020-03-13,0.929
2020,"IT1993A",2020-03-14,0.6496
2020,"IT1993A",2020-03-15,0.7839
2020,"IT1993A",2020-03-16,0.7846
2020,"IT1993A",2020-03-17,1.0693
2020,"IT1993A",2020-03-18,1.0722
2020,"IT1993A",2020-03-19,1.0685
2020,"IT1993A",2020-03-20,0.7446
2020,"IT1993A",2020-03-21,1.0321
2020,"IT1993A",2020-03-22,0.8709
2020,"IT1993A",2020-03-23,0.8631
2020,"IT1993A",2020-03-24,0.8507
2020,"IT1993A",2020-03-25,1.0932
2020,"IT1993A",2020-03-26,1.0995
2020,"IT1993A",2020-03-27,1.2232
